GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
1000000US410170001001178,410170001001178,"Block 1178, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001179,410170001001179,"Block 1179, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001180,410170001001180,"Block 1180, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001181,410170001001181,"Block 1181, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001182,410170001001182,"Block 1182, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001183,410170001001183,"Block 1183, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001184,410170001001184,"Block 1184, Block Group 1, Census Tract 1, Deschutes County, Oregon",2
1000000US410170001001185,410170001001185,"Block 1185, Block Group 1, Census Tract 1, Deschutes County, Oregon",2
1000000US410170001001186,410170001001186,"Block 1186, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001187,410170001001187,"Block 1187, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001188,410170001001188,"Block 1188, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001189,410170001001189,"Block 1189, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001190,410170001001190,"Block 1190, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001191,410170001001191,"Block 1191, Block Group 1, Census Tract 1, Deschutes County, Oregon",1
1000000US410170001001192,410170001001192,"Block 1192, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001193,410170001001193,"Block 1193, Block Group 1, Census Tract 1, Deschutes County, Oregon",2
1000000US410170001001194,410170001001194,"Block 1194, Block Group 1, Census Tract 1, Deschutes County, Oregon",1
1000000US410170001001195,410170001001195,"Block 1195, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001196,410170001001196,"Block 1196, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001197,410170001001197,"Block 1197, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001198,410170001001198,"Block 1198, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001199,410170001001199,"Block 1199, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001200,410170001001200,"Block 1200, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001201,410170001001201,"Block 1201, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001202,410170001001202,"Block 1202, Block Group 1, Census Tract 1, Deschutes County, Oregon",1
1000000US410170001001203,410170001001203,"Block 1203, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001204,410170001001204,"Block 1204, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001205,410170001001205,"Block 1205, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001206,410170001001206,"Block 1206, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001207,410170001001207,"Block 1207, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001208,410170001001208,"Block 1208, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
